datetime,AIZ,EQR,MNST,RJF,SO,cash,commission,total,returns,equity_curve
2018-01-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,,
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-02,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-06,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-07,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-08,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-09,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-12,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-13,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-14,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-15,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-16,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-19,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-20,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-21,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-22,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-23,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-26,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-27,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-28,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-29,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-09-30,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-03,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-04,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-05,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-06,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-07,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-10,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-11,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-12,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-13,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-14,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-17,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-18,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-19,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-20,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-21,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-24,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-25,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-26,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-27,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-28,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,100000.0,0.0,1.0
2016-10-31,40260.0,0.0,0.0,0.0,0.0,58253.75,1.25,98513.75,-0.0148625,0.9851375
2016-11-01,0.0,0.0,0.0,0.0,0.0,99747.5,2.5,99747.5,0.0125236324878506,0.9974749999999999
2016-11-02,39360.0,0.0,0.0,0.0,0.0,56741.25,3.75,96101.25,-0.03655480087220231,0.9610124999999999
2016-11-03,0.0,0.0,0.0,0.0,0.0,99740.0,5.0,99740.0,0.03786371145016321,0.9974
2016-11-04,39865.0,0.0,0.0,0.0,0.0,56563.75,6.25,96428.75,-0.033198816924002394,0.9642875
2016-11-07,0.0,0.0,0.0,0.0,0.0,99722.5,7.5,99722.5,0.03415734415306648,0.997225
2016-11-08,40045.0,0.0,0.0,0.0,0.0,56826.25,8.75,96871.25,-0.028591842362556075,0.9687125000000001
2016-11-09,0.0,0.0,22100.0,0.0,0.0,77898.75,11.25,99998.75,0.03228512071435019,0.9999875
2016-11-10,41745.0,0.0,0.0,0.0,0.0,57746.25,13.75,99491.25,-0.005075063438293004,0.9949125
2016-11-11,0.0,0.0,20960.0,0.0,0.0,78468.75,16.25,99428.75,-0.0006281959468797949,0.9942874999999999
2016-11-14,43005.0,0.0,0.0,0.0,0.0,57686.25,18.75,100691.25,0.012697534666783916,1.0069124999999999
2016-11-15,0.0,0.0,20810.0,0.0,0.0,77988.75,21.25,98798.75,-0.018795079016299843,0.9879874999999999
2016-11-16,43175.0,0.0,0.0,0.0,0.0,57591.25,23.75,100766.25,0.019914219562494395,1.0076625
2016-11-17,0.0,0.0,20985.0,0.0,0.0,78383.75,26.25,99368.75,-0.013868730849862954,0.9936874999999998
2016-11-18,42895.0,0.0,0.0,0.0,0.0,56811.25,28.75,99706.25,0.0033964400276746964,0.9970624999999999
2016-11-21,0.0,0.0,21795.0,0.0,0.0,77638.75,31.25,99433.75,-0.0027330282705447795,0.9943374999999998
2016-11-22,42780.0,0.0,0.0,0.0,0.0,56751.25,33.75,99531.25,0.0009805523778394498,0.9953124999999997
2016-11-23,0.0,0.0,22370.0,0.0,0.0,79008.75,36.25,101378.75,0.018562009419152314,1.0137874999999998
2016-11-25,0.0,0.0,0.0,0.0,0.0,101242.5,37.5,101242.5,-0.001343970013439666,1.012425
2016-11-28,42950.0,0.0,22645.0,0.0,0.0,32960.0,40.0,98555.0,-0.026545176185890362,0.9855499999999998
2016-11-29,0.0,0.0,0.0,0.0,0.0,101057.5,42.5,101057.5,0.02539191314494449,1.0105749999999998
2016-11-30,43170.0,0.0,22375.0,0.0,23410.0,8488.75,46.25,97443.75,-0.035759344927392855,0.9744374999999997
2016-12-01,0.0,0.0,0.0,0.0,0.0,101610.0,50.0,101610.0,0.04275543582836261,1.0160999999999998
2016-12-02,0.0,0.0,22220.0,0.0,23380.0,55357.5,52.5,100957.5,-0.006421612046058511,1.0095749999999997
2016-12-05,43330.0,0.0,0.0,0.0,0.0,55493.75,56.25,98823.75,-0.02113513111953047,0.9882374999999997
2016-12-06,0.0,0.0,22185.0,0.0,0.0,78911.25,58.75,101096.25,0.02299548438507948,1.0109624999999995
2016-12-07,45120.0,0.0,0.0,0.0,23575.0,30092.5,62.5,98787.5,-0.02283714776759771,0.9878749999999995
2016-12-08,0.0,0.0,21525.0,0.0,0.0,79068.75,66.25,100593.75,0.0182841958749842,1.0059374999999995
2016-12-09,46080.0,0.0,0.0,0.0,23970.0,30970.0,70.0,101020.0,0.004237340789065014,1.0101999999999995
2016-12-12,0.0,0.0,22135.0,0.0,0.0,79591.25,73.75,101726.25,0.006991189863393421,1.0172624999999995
2016-12-13,46030.0,0.0,0.0,0.0,24595.0,31067.5,77.5,101692.5,-0.00033177277251450477,1.0169249999999994
2016-12-14,0.0,31395.0,22010.0,0.0,0.0,48222.5,82.5,101627.5,-0.0006391818472355482,1.0162749999999994
2016-12-15,46235.0,0.0,0.0,0.0,0.0,55538.75,86.25,101773.75,0.0014390789894467293,1.0177374999999993
2016-12-16,0.0,32025.0,0.0,0.0,0.0,70031.25,88.75,102056.25,0.002775764870607489,1.0205624999999992
2016-12-19,0.0,0.0,0.0,0.0,0.0,102210.0,90.0,102210.0,0.0015065221385266447,1.0220999999999993
2016-12-20,0.0,0.0,0.0,0.0,0.0,102210.0,90.0,102210.0,0.0,1.0220999999999993
2016-12-21,0.0,0.0,0.0,0.0,0.0,102210.0,90.0,102210.0,0.0,1.0220999999999993
2016-12-22,0.0,0.0,0.0,0.0,0.0,102210.0,90.0,102210.0,0.0,1.0220999999999993
2016-12-23,0.0,0.0,0.0,0.0,0.0,102210.0,90.0,102210.0,0.0,1.0220999999999993
2016-12-27,0.0,0.0,0.0,0.0,0.0,102210.0,90.0,102210.0,0.0,1.0220999999999993
2016-12-28,0.0,31460.0,0.0,0.0,0.0,70268.75,91.25,101728.75,-0.004708443400841422,1.0172874999999992
2016-12-29,0.0,0.0,0.0,0.0,0.0,101922.5,92.5,101922.5,0.0019045746654706708,1.0192249999999992
2016-12-30,0.0,32180.0,0.0,0.0,0.0,69866.25,93.75,102046.25,0.0012141578159876598,1.0204624999999992
2017-01-03,0.0,0.0,0.0,0.0,0.0,101560.0,95.0,101560.0,-0.004764996263948995,1.0155999999999992
2017-01-04,0.0,32140.0,0.0,0.0,0.0,69818.75,96.25,101958.75,0.0039262504923198716,1.0195874999999992
2017-01-05,0.0,0.0,0.0,0.0,0.0,101617.5,97.5,101617.5,-0.003346941777924939,1.0161749999999992
2017-01-06,0.0,32689.999999999996,0.0,0.0,0.0,70116.25,98.75,102806.25,0.011698280315890486,1.0280624999999992
2017-01-09,0.0,0.0,0.0,0.0,0.0,101795.0,100.0,101795.0,-0.009836464222749086,1.0179499999999992
2017-01-10,0.0,31940.0,0.0,0.0,0.0,70283.75,101.25,102223.75,0.004211896458568676,1.0222374999999992
2017-01-11,0.0,0.0,0.0,0.0,0.0,101427.5,102.5,101427.5,-0.007789285757957454,1.0142749999999991
2017-01-12,0.0,32055.0,0.0,0.0,0.0,70576.25,103.75,102631.25,0.011868083113554029,1.026312499999999
2017-01-13,0.0,0.0,0.0,0.0,0.0,101335.0,105.0,101335.0,-0.01263016868643807,1.013349999999999
2017-01-17,0.0,31740.0,0.0,0.0,0.0,70823.75,106.25,102563.75,0.012125622933833347,1.025637499999999
2017-01-18,0.0,0.0,0.0,0.0,0.0,101172.5,107.5,101172.5,-0.01356473412877357,1.011724999999999
2017-01-19,0.0,31500.0,0.0,0.0,0.0,70786.25,108.75,102286.25,0.011008426202772537,1.0228624999999991
2017-01-20,0.0,0.0,0.0,0.0,0.0,100735.0,110.0,100735.0,-0.01516577252563267,1.007349999999999
2017-01-23,0.0,31510.0,0.0,0.0,0.0,70353.75,111.25,101863.75,0.011205142204794738,1.018637499999999
2017-01-24,0.0,0.0,0.0,37125.0,0.0,62366.25,113.75,99491.25,-0.023290915561227643,0.994912499999999
2017-01-25,0.0,30850.0,0.0,0.0,0.0,70368.75,116.25,101218.75,0.01736333597175621,1.012187499999999
2017-01-26,0.0,0.0,0.0,0.0,0.0,100697.5,117.5,100697.5,-0.005149737573325153,1.0069749999999988
2017-01-27,0.0,0.0,0.0,0.0,0.0,100697.5,117.5,100697.5,0.0,1.0069749999999988
2017-01-30,48480.0,30350.0,0.0,0.0,0.0,24310.0,120.0,103140.0,0.024255815685592985,1.0313999999999988
2017-01-31,0.0,0.0,0.0,0.0,0.0,101737.5,122.5,101737.5,-0.013598022105875462,1.0173749999999988
2017-02-01,0.0,0.0,0.0,0.0,0.0,101737.5,122.5,101737.5,0.0,1.0173749999999988
2017-02-02,0.0,30380.0,0.0,0.0,0.0,70736.25,123.75,101116.25,-0.006106401277798268,1.0111624999999989
2017-02-03,0.0,0.0,0.0,0.0,0.0,101565.0,125.0,101565.0,0.004437961257463652,1.0156499999999988
2017-02-06,0.0,30280.0,0.0,0.0,0.0,70623.75,126.25,100903.75,-0.006510608969625409,1.0090374999999987
2017-02-07,0.0,0.0,0.0,0.0,0.0,101412.5,127.5,101412.5,0.005041933525760989,1.0141249999999988
2017-02-08,0.0,30710.0,0.0,0.0,0.0,70201.25,128.75,100911.25,-0.004942684580303225,1.0091124999999987
2017-02-09,0.0,0.0,0.0,0.0,0.0,101165.0,130.0,101165.0,0.002514585836564276,1.0116499999999986
2017-02-10,0.0,30965.0,0.0,0.0,0.0,69783.75,131.25,100748.75,-0.004114565314090823,1.0074874999999985
2017-02-13,0.0,0.0,21710.0,0.0,0.0,79396.25,133.75,101106.25,0.003548431121974227,1.0110624999999986
2017-02-14,0.0,31000.0,0.0,0.0,0.0,68808.75,136.25,99808.75,-0.01283303455523277,0.9980874999999986
2017-02-15,0.0,0.0,0.0,0.0,0.0,100342.5,137.5,100342.5,0.0053477275288991155,1.0034249999999987
2017-02-16,0.0,30940.0,0.0,0.0,0.0,68831.25,138.75,99771.25,-0.00569300146996532,0.9977124999999988
2017-02-17,0.0,0.0,0.0,0.0,0.0,100460.0,140.0,100460.0,0.006903291278800294,1.0045999999999988
2017-02-21,0.0,31210.0,0.0,0.0,0.0,69298.75,141.25,100508.75,0.0004852677682660733,1.005087499999999
2017-02-22,0.0,0.0,0.0,0.0,0.0,100507.5,142.5,100507.5,-1.2436728145548415e-05,1.005074999999999
2017-02-23,0.0,31380.0,0.0,0.0,0.0,69231.25,143.75,100611.25,0.0010322612740343295,1.006112499999999
